priority,pack_id,year,make,model,trim,powertrain,oem_family,schedule_kind,segment,tier,manual_share_policy,msrp_note,status,ymm
"1039","honda-accord-2025-ex","2025","Honda","Accord","EX","","honda","maintenance_minder","volume_sedan","volume","","","target","2025 Honda Accord"
"1040","honda-accord-2025-sport","2025","Honda","Accord","Sport","","honda","maintenance_minder","volume_sedan","volume","","","target","2025 Honda Accord"
"1041","honda-accord-2025-touring","2025","Honda","Accord","Touring","","honda","maintenance_minder","volume_sedan","volume","","","target","2025 Honda Accord"
"1042","honda-accord-2025-ex-hybrid","2025","Honda","Accord","EX","Hybrid","honda","maintenance_minder","volume_sedan","volume","","","target","2025 Honda Accord"
"1043","honda-accord-2024-ex","2024","Honda","Accord","EX","","honda","maintenance_minder","volume_sedan","volume","","","in_catalog","2024 Honda Accord"
"1044","honda-accord-2024-sport","2024","Honda","Accord","Sport","","honda","maintenance_minder","volume_sedan","volume","","","target","2024 Honda Accord"
"1045","honda-accord-2024-touring","2024","Honda","Accord","Touring","","honda","maintenance_minder","volume_sedan","volume","","","target","2024 Honda Accord"
"1046","honda-accord-2024-ex-hybrid","2024","Honda","Accord","EX","Hybrid","honda","maintenance_minder","volume_sedan","volume","","","target","2024 Honda Accord"
"1047","honda-accord-2023-ex","2023","Honda","Accord","EX","","honda","maintenance_minder","volume_sedan","volume","","","target","2023 Honda Accord"
"1048","honda-accord-2023-sport","2023","Honda","Accord","Sport","","honda","maintenance_minder","volume_sedan","volume","","","target","2023 Honda Accord"
"1049","honda-accord-2023-touring","2023","Honda","Accord","Touring","","honda","maintenance_minder","volume_sedan","volume","","","target","2023 Honda Accord"
"1050","honda-accord-2023-ex-hybrid","2023","Honda","Accord","EX","Hybrid","honda","maintenance_minder","volume_sedan","volume","","","target","2023 Honda Accord"
"1051","honda-accord-2022-ex","2022","Honda","Accord","EX","","honda","maintenance_minder","volume_sedan","volume","","","target","2022 Honda Accord"
"1052","honda-accord-2022-sport","2022","Honda","Accord","Sport","","honda","maintenance_minder","volume_sedan","volume","","","target","2022 Honda Accord"
"1053","honda-accord-2022-touring","2022","Honda","Accord","Touring","","honda","maintenance_minder","volume_sedan","volume","","","target","2022 Honda Accord"
"1054","honda-accord-2022-ex-hybrid","2022","Honda","Accord","EX","Hybrid","honda","maintenance_minder","volume_sedan","volume","","","target","2022 Honda Accord"
"1055","honda-accord-2021-ex","2021","Honda","Accord","EX","","honda","maintenance_minder","volume_sedan","volume","","","target","2021 Honda Accord"
"1056","honda-accord-2021-sport","2021","Honda","Accord","Sport","","honda","maintenance_minder","volume_sedan","volume","","","target","2021 Honda Accord"
"1057","honda-accord-2021-touring","2021","Honda","Accord","Touring","","honda","maintenance_minder","volume_sedan","volume","","","target","2021 Honda Accord"
"1058","honda-accord-2021-ex-hybrid","2021","Honda","Accord","EX","Hybrid","honda","maintenance_minder","volume_sedan","volume","","","target","2021 Honda Accord"
"1059","honda-accord-2020-ex","2020","Honda","Accord","EX","","honda","maintenance_minder","volume_sedan","volume","","","target","2020 Honda Accord"
"1060","honda-accord-2020-sport","2020","Honda","Accord","Sport","","honda","maintenance_minder","volume_sedan","volume","","","target","2020 Honda Accord"
"1061","honda-accord-2020-touring","2020","Honda","Accord","Touring","","honda","maintenance_minder","volume_sedan","volume","","","target","2020 Honda Accord"
"1062","honda-accord-2020-ex-hybrid","2020","Honda","Accord","EX","Hybrid","honda","maintenance_minder","volume_sedan","volume","","","target","2020 Honda Accord"
"1063","nissan-rogue-2025-s","2025","Nissan","Rogue","S","","nissan","fixed_interval","volume_suv","volume","","","target","2025 Nissan Rogue"
"1064","nissan-rogue-2025-sv","2025","Nissan","Rogue","SV","","nissan","fixed_interval","volume_suv","volume","","","target","2025 Nissan Rogue"
"1065","nissan-rogue-2025-sl","2025","Nissan","Rogue","SL","","nissan","fixed_interval","volume_suv","volume","","","target","2025 Nissan Rogue"
"1066","nissan-rogue-2024-s","2024","Nissan","Rogue","S","","nissan","fixed_interval","volume_suv","volume","","","target","2024 Nissan Rogue"
"1067","nissan-rogue-2024-sv","2024","Nissan","Rogue","SV","","nissan","fixed_interval","volume_suv","volume","","","in_catalog","2024 Nissan Rogue"
"1068","nissan-rogue-2024-sl","2024","Nissan","Rogue","SL","","nissan","fixed_interval","volume_suv","volume","","","target","2024 Nissan Rogue"
"1069","nissan-rogue-2023-s","2023","Nissan","Rogue","S","","nissan","fixed_interval","volume_suv","volume","","","target","2023 Nissan Rogue"
"1070","nissan-rogue-2023-sv","2023","Nissan","Rogue","SV","","nissan","fixed_interval","volume_suv","volume","","","target","2023 Nissan Rogue"
"1071","nissan-rogue-2023-sl","2023","Nissan","Rogue","SL","","nissan","fixed_interval","volume_suv","volume","","","target","2023 Nissan Rogue"
"1072","nissan-rogue-2022-s","2022","Nissan","Rogue","S","","nissan","fixed_interval","volume_suv","volume","","","target","2022 Nissan Rogue"
"1073","nissan-rogue-2022-sv","2022","Nissan","Rogue","SV","","nissan","fixed_interval","volume_suv","volume","","","target","2022 Nissan Rogue"
"1074","nissan-rogue-2022-sl","2022","Nissan","Rogue","SL","","nissan","fixed_interval","volume_suv","volume","","","target","2022 Nissan Rogue"
"1075","nissan-rogue-2021-s","2021","Nissan","Rogue","S","","nissan","fixed_interval","volume_suv","volume","","","target","2021 Nissan Rogue"
"1076","nissan-rogue-2021-sv","2021","Nissan","Rogue","SV","","nissan","fixed_interval","volume_suv","volume","","","target","2021 Nissan Rogue"
"1077","nissan-rogue-2021-sl","2021","Nissan","Rogue","SL","","nissan","fixed_interval","volume_suv","volume","","","target","2021 Nissan Rogue"
"1078","nissan-rogue-2020-s","2020","Nissan","Rogue","S","","nissan","fixed_interval","volume_suv","volume","","","target","2020 Nissan Rogue"
"1079","nissan-rogue-2020-sv","2020","Nissan","Rogue","SV","","nissan","fixed_interval","volume_suv","volume","","","target","2020 Nissan Rogue"
"1080","nissan-rogue-2020-sl","2020","Nissan","Rogue","SL","","nissan","fixed_interval","volume_suv","volume","","","target","2020 Nissan Rogue"
"1081","subaru-outback-2025-base","2025","Subaru","Outback","Base","","subaru","fixed_interval","volume_suv","volume","","","target","2025 Subaru Outback"
"1082","subaru-outback-2025-premium","2025","Subaru","Outback","Premium","","subaru","fixed_interval","volume_suv","volume","","","target","2025 Subaru Outback"
"1083","subaru-outback-2025-limited","2025","Subaru","Outback","Limited","","subaru","fixed_interval","volume_suv","volume","","","target","2025 Subaru Outback"
"1084","subaru-outback-2024-base","2024","Subaru","Outback","Base","","subaru","fixed_interval","volume_suv","volume","","","target","2024 Subaru Outback"
"1085","subaru-outback-2024-premium","2024","Subaru","Outback","Premium","","subaru","fixed_interval","volume_suv","volume","","","in_catalog","2024 Subaru Outback"
"1086","subaru-outback-2024-limited","2024","Subaru","Outback","Limited","","subaru","fixed_interval","volume_suv","volume","","","target","2024 Subaru Outback"
"1087","subaru-outback-2023-base","2023","Subaru","Outback","Base","","subaru","fixed_interval","volume_suv","volume","","","target","2023 Subaru Outback"
"1088","subaru-outback-2023-premium","2023","Subaru","Outback","Premium","","subaru","fixed_interval","volume_suv","volume","","","target","2023 Subaru Outback"
"1089","subaru-outback-2023-limited","2023","Subaru","Outback","Limited","","subaru","fixed_interval","volume_suv","volume","","","target","2023 Subaru Outback"
"1090","subaru-outback-2022-base","2022","Subaru","Outback","Base","","subaru","fixed_interval","volume_suv","volume","","","target","2022 Subaru Outback"
"1091","subaru-outback-2022-premium","2022","Subaru","Outback","Premium","","subaru","fixed_interval","volume_suv","volume","","","target","2022 Subaru Outback"
"1092","subaru-outback-2022-limited","2022","Subaru","Outback","Limited","","subaru","fixed_interval","volume_suv","volume","","","target","2022 Subaru Outback"
"1093","subaru-outback-2021-base","2021","Subaru","Outback","Base","","subaru","fixed_interval","volume_suv","volume","","","target","2021 Subaru Outback"
"1094","subaru-outback-2021-premium","2021","Subaru","Outback","Premium","","subaru","fixed_interval","volume_suv","volume","","","target","2021 Subaru Outback"
"1095","subaru-outback-2021-limited","2021","Subaru","Outback","Limited","","subaru","fixed_interval","volume_suv","volume","","","target","2021 Subaru Outback"
"1096","subaru-outback-2020-base","2020","Subaru","Outback","Base","","subaru","fixed_interval","volume_suv","volume","","","target","2020 Subaru Outback"
"1097","subaru-outback-2020-premium","2020","Subaru","Outback","Premium","","subaru","fixed_interval","volume_suv","volume","","","target","2020 Subaru Outback"
"1098","subaru-outback-2020-limited","2020","Subaru","Outback","Limited","","subaru","fixed_interval","volume_suv","volume","","","target","2020 Subaru Outback"
"1099","hyundai-tucson-2025-se","2025","Hyundai","Tucson","SE","","hyundai","fixed_interval","volume_suv","volume","","","target","2025 Hyundai Tucson"
"1100","hyundai-tucson-2025-sel","2025","Hyundai","Tucson","SEL","","hyundai","fixed_interval","volume_suv","volume","","","target","2025 Hyundai Tucson"
"1101","hyundai-tucson-2025-limited","2025","Hyundai","Tucson","Limited","","hyundai","fixed_interval","volume_suv","volume","","","target","2025 Hyundai Tucson"
"1102","hyundai-tucson-2024-se","2024","Hyundai","Tucson","SE","","hyundai","fixed_interval","volume_suv","volume","","","in_catalog","2024 Hyundai Tucson"
"1103","hyundai-tucson-2024-sel","2024","Hyundai","Tucson","SEL","","hyundai","fixed_interval","volume_suv","volume","","","target","2024 Hyundai Tucson"
"1104","hyundai-tucson-2024-limited","2024","Hyundai","Tucson","Limited","","hyundai","fixed_interval","volume_suv","volume","","","target","2024 Hyundai Tucson"
"1105","hyundai-tucson-2023-se","2023","Hyundai","Tucson","SE","","hyundai","fixed_interval","volume_suv","volume","","","target","2023 Hyundai Tucson"
"1106","hyundai-tucson-2023-sel","2023","Hyundai","Tucson","SEL","","hyundai","fixed_interval","volume_suv","volume","","","target","2023 Hyundai Tucson"
"1107","hyundai-tucson-2023-limited","2023","Hyundai","Tucson","Limited","","hyundai","fixed_interval","volume_suv","volume","","","target","2023 Hyundai Tucson"
"1108","hyundai-tucson-2022-se","2022","Hyundai","Tucson","SE","","hyundai","fixed_interval","volume_suv","volume","","","target","2022 Hyundai Tucson"
"1109","hyundai-tucson-2022-sel","2022","Hyundai","Tucson","SEL","","hyundai","fixed_interval","volume_suv","volume","","","target","2022 Hyundai Tucson"
"1110","hyundai-tucson-2022-limited","2022","Hyundai","Tucson","Limited","","hyundai","fixed_interval","volume_suv","volume","","","target","2022 Hyundai Tucson"
"1111","hyundai-tucson-2021-se","2021","Hyundai","Tucson","SE","","hyundai","fixed_interval","volume_suv","volume","","","target","2021 Hyundai Tucson"
"1112","hyundai-tucson-2021-sel","2021","Hyundai","Tucson","SEL","","hyundai","fixed_interval","volume_suv","volume","","","target","2021 Hyundai Tucson"
"1113","hyundai-tucson-2021-limited","2021","Hyundai","Tucson","Limited","","hyundai","fixed_interval","volume_suv","volume","","","target","2021 Hyundai Tucson"
"1114","hyundai-tucson-2020-se","2020","Hyundai","Tucson","SE","","hyundai","fixed_interval","volume_suv","volume","","","target","2020 Hyundai Tucson"
"1115","hyundai-tucson-2020-sel","2020","Hyundai","Tucson","SEL","","hyundai","fixed_interval","volume_suv","volume","","","target","2020 Hyundai Tucson"
"1116","hyundai-tucson-2020-limited","2020","Hyundai","Tucson","Limited","","hyundai","fixed_interval","volume_suv","volume","","","target","2020 Hyundai Tucson"
"1117","kia-sportage-2025-lx","2025","Kia","Sportage","LX","","kia","fixed_interval","volume_suv","volume","","","target","2025 Kia Sportage"
"1118","kia-sportage-2025-ex","2025","Kia","Sportage","EX","","kia","fixed_interval","volume_suv","volume","","","target","2025 Kia Sportage"
"1119","kia-sportage-2025-sx","2025","Kia","Sportage","SX","","kia","fixed_interval","volume_suv","volume","","","target","2025 Kia Sportage"
"1120","kia-sportage-2024-lx","2024","Kia","Sportage","LX","","kia","fixed_interval","volume_suv","volume","","","in_catalog","2024 Kia Sportage"
"1121","kia-sportage-2024-ex","2024","Kia","Sportage","EX","","kia","fixed_interval","volume_suv","volume","","","target","2024 Kia Sportage"
"1122","kia-sportage-2024-sx","2024","Kia","Sportage","SX","","kia","fixed_interval","volume_suv","volume","","","target","2024 Kia Sportage"
"1123","kia-sportage-2023-lx","2023","Kia","Sportage","LX","","kia","fixed_interval","volume_suv","volume","","","target","2023 Kia Sportage"
"1124","kia-sportage-2023-ex","2023","Kia","Sportage","EX","","kia","fixed_interval","volume_suv","volume","","","target","2023 Kia Sportage"
"1125","kia-sportage-2023-sx","2023","Kia","Sportage","SX","","kia","fixed_interval","volume_suv","volume","","","target","2023 Kia Sportage"
"1126","kia-sportage-2022-lx","2022","Kia","Sportage","LX","","kia","fixed_interval","volume_suv","volume","","","target","2022 Kia Sportage"
"1127","kia-sportage-2022-ex","2022","Kia","Sportage","EX","","kia","fixed_interval","volume_suv","volume","","","target","2022 Kia Sportage"
"1128","kia-sportage-2022-sx","2022","Kia","Sportage","SX","","kia","fixed_interval","volume_suv","volume","","","target","2022 Kia Sportage"
"1129","kia-sportage-2021-lx","2021","Kia","Sportage","LX","","kia","fixed_interval","volume_suv","volume","","","target","2021 Kia Sportage"
"1130","kia-sportage-2021-ex","2021","Kia","Sportage","EX","","kia","fixed_interval","volume_suv","volume","","","target","2021 Kia Sportage"
"1131","kia-sportage-2021-sx","2021","Kia","Sportage","SX","","kia","fixed_interval","volume_suv","volume","","","target","2021 Kia Sportage"
"1132","kia-sportage-2020-lx","2020","Kia","Sportage","LX","","kia","fixed_interval","volume_suv","volume","","","target","2020 Kia Sportage"
"1133","kia-sportage-2020-ex","2020","Kia","Sportage","EX","","kia","fixed_interval","volume_suv","volume","","","target","2020 Kia Sportage"
"1134","kia-sportage-2020-sx","2020","Kia","Sportage","SX","","kia","fixed_interval","volume_suv","volume","","","target","2020 Kia Sportage"
"1135","mazda-cx-5-2025-sport","2025","Mazda","CX-5","Sport","","mazda","fixed_interval","volume_suv","volume","","","target","2025 Mazda CX-5"
"1136","mazda-cx-5-2025-preferred","2025","Mazda","CX-5","Preferred","","mazda","fixed_interval","volume_suv","volume","","","target","2025 Mazda CX-5"
"1137","mazda-cx-5-2025-premium","2025","Mazda","CX-5","Premium","","mazda","fixed_interval","volume_suv","volume","","","target","2025 Mazda CX-5"
"1138","mazda-cx-5-2024-sport","2024","Mazda","CX-5","Sport","","mazda","fixed_interval","volume_suv","volume","","","target","2024 Mazda CX-5"
"1139","mazda-cx-5-2024-preferred","2024","Mazda","CX-5","Preferred","","mazda","fixed_interval","volume_suv","volume","","","target","2024 Mazda CX-5"
"1140","mazda-cx-5-2024-premium","2024","Mazda","CX-5","Premium","","mazda","fixed_interval","volume_suv","volume","","","target","2024 Mazda CX-5"
"1141","mazda-cx-5-2023-sport","2023","Mazda","CX-5","Sport","","mazda","fixed_interval","volume_suv","volume","","","target","2023 Mazda CX-5"
"1142","mazda-cx-5-2023-preferred","2023","Mazda","CX-5","Preferred","","mazda","fixed_interval","volume_suv","volume","","","target","2023 Mazda CX-5"
"1143","mazda-cx-5-2023-premium","2023","Mazda","CX-5","Premium","","mazda","fixed_interval","volume_suv","volume","","","target","2023 Mazda CX-5"
