priority,pack_id,year,make,model,trim,powertrain,oem_family,schedule_kind,segment,manual_share_policy,retry_kind,v1_blocked_reason
"1524","tesla-model-y-2023-performance","2023","Tesla","Model Y","Performance","","tesla","ev_simplified","volume_ev","","tier_d","Tesla publishes maintenance guidance as web content rather than a downloadable US-market PDF."
"1525","tesla-model-y-2022-long-range","2022","Tesla","Model Y","Long Range","","tesla","ev_simplified","volume_ev","","tier_d","Tesla publishes maintenance guidance as web content rather than a downloadable US-market PDF."
"1526","tesla-model-y-2022-performance","2022","Tesla","Model Y","Performance","","tesla","ev_simplified","volume_ev","","tier_d","Tesla publishes maintenance guidance as web content rather than a downloadable US-market PDF."
"1527","tesla-model-y-2021-long-range","2021","Tesla","Model Y","Long Range","","tesla","ev_simplified","volume_ev","","tier_d","Tesla publishes maintenance guidance as web content rather than a downloadable US-market PDF."
"1528","tesla-model-y-2021-performance","2021","Tesla","Model Y","Performance","","tesla","ev_simplified","volume_ev","","tier_d","Tesla publishes maintenance guidance as web content rather than a downloadable US-market PDF."
"1529","tesla-model-y-2020-long-range","2020","Tesla","Model Y","Long Range","","tesla","ev_simplified","volume_ev","","tier_d","Tesla publishes maintenance guidance as web content rather than a downloadable US-market PDF."
"1530","tesla-model-y-2020-performance","2020","Tesla","Model Y","Performance","","tesla","ev_simplified","volume_ev","","tier_d","Tesla publishes maintenance guidance as web content rather than a downloadable US-market PDF."
"1531","tesla-model-3-2025-standard-range","2025","Tesla","Model 3","Standard Range","","tesla","ev_simplified","volume_ev","","tier_d","Tesla publishes maintenance guidance as web content rather than a downloadable US-market PDF."
"1532","tesla-model-3-2025-long-range","2025","Tesla","Model 3","Long Range","","tesla","ev_simplified","volume_ev","","tier_d","Tesla publishes maintenance guidance as web content rather than a downloadable US-market PDF."
"1533","tesla-model-3-2025-performance","2025","Tesla","Model 3","Performance","","tesla","ev_simplified","volume_ev","","tier_d","Tesla publishes maintenance guidance as web content rather than a downloadable US-market PDF."
"1534","tesla-model-3-2024-standard-range","2024","Tesla","Model 3","Standard Range","","tesla","ev_simplified","volume_ev","","tier_d","Tesla publishes maintenance guidance as web content rather than a downloadable US-market PDF."
"1536","tesla-model-3-2024-performance","2024","Tesla","Model 3","Performance","","tesla","ev_simplified","volume_ev","","tier_d","Tesla publishes maintenance guidance as web content rather than a downloadable US-market PDF."
"1537","tesla-model-3-2023-standard-range","2023","Tesla","Model 3","Standard Range","","tesla","ev_simplified","volume_ev","","tier_d","Tesla publishes maintenance guidance as web content rather than a downloadable US-market PDF."
"1538","tesla-model-3-2023-long-range","2023","Tesla","Model 3","Long Range","","tesla","ev_simplified","volume_ev","","tier_d","Tesla publishes maintenance guidance as web content rather than a downloadable US-market PDF."
"1539","tesla-model-3-2023-performance","2023","Tesla","Model 3","Performance","","tesla","ev_simplified","volume_ev","","tier_d","Tesla publishes maintenance guidance as web content rather than a downloadable US-market PDF."
"1540","tesla-model-3-2022-standard-range","2022","Tesla","Model 3","Standard Range","","tesla","ev_simplified","volume_ev","","tier_d","Tesla publishes maintenance guidance as web content rather than a downloadable US-market PDF."
"1541","tesla-model-3-2022-long-range","2022","Tesla","Model 3","Long Range","","tesla","ev_simplified","volume_ev","","tier_d","Tesla publishes maintenance guidance as web content rather than a downloadable US-market PDF."
"1542","tesla-model-3-2022-performance","2022","Tesla","Model 3","Performance","","tesla","ev_simplified","volume_ev","","tier_d","Tesla publishes maintenance guidance as web content rather than a downloadable US-market PDF."
"1543","tesla-model-3-2021-standard-range","2021","Tesla","Model 3","Standard Range","","tesla","ev_simplified","volume_ev","","tier_d","Tesla publishes maintenance guidance as web content rather than a downloadable US-market PDF."
"1544","tesla-model-3-2021-long-range","2021","Tesla","Model 3","Long Range","","tesla","ev_simplified","volume_ev","","tier_d","Tesla publishes maintenance guidance as web content rather than a downloadable US-market PDF."
"1545","tesla-model-3-2021-performance","2021","Tesla","Model 3","Performance","","tesla","ev_simplified","volume_ev","","tier_d","Tesla publishes maintenance guidance as web content rather than a downloadable US-market PDF."
"1546","tesla-model-3-2020-standard-range","2020","Tesla","Model 3","Standard Range","","tesla","ev_simplified","volume_ev","","tier_d","Tesla publishes maintenance guidance as web content rather than a downloadable US-market PDF."
"1547","tesla-model-3-2020-long-range","2020","Tesla","Model 3","Long Range","","tesla","ev_simplified","volume_ev","","tier_d","Tesla publishes maintenance guidance as web content rather than a downloadable US-market PDF."
"1548","tesla-model-3-2020-performance","2020","Tesla","Model 3","Performance","","tesla","ev_simplified","volume_ev","","tier_d","Tesla publishes maintenance guidance as web content rather than a downloadable US-market PDF."
"1549","hyundai-ioniq-5-2025-se","2025","Hyundai","IONIQ 5","SE","","ev-generic","ev_simplified","volume_ev","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1550","hyundai-ioniq-5-2025-sel","2025","Hyundai","IONIQ 5","SEL","","ev-generic","ev_simplified","volume_ev","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1551","hyundai-ioniq-5-2025-limited","2025","Hyundai","IONIQ 5","Limited","","ev-generic","ev_simplified","volume_ev","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1552","hyundai-ioniq-5-2024-se","2024","Hyundai","IONIQ 5","SE","","ev-generic","ev_simplified","volume_ev","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1553","hyundai-ioniq-5-2024-sel","2024","Hyundai","IONIQ 5","SEL","","ev-generic","ev_simplified","volume_ev","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1554","hyundai-ioniq-5-2024-limited","2024","Hyundai","IONIQ 5","Limited","","ev-generic","ev_simplified","volume_ev","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1555","hyundai-ioniq-5-2023-se","2023","Hyundai","IONIQ 5","SE","","ev-generic","ev_simplified","volume_ev","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1556","hyundai-ioniq-5-2023-sel","2023","Hyundai","IONIQ 5","SEL","","ev-generic","ev_simplified","volume_ev","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1557","hyundai-ioniq-5-2023-limited","2023","Hyundai","IONIQ 5","Limited","","ev-generic","ev_simplified","volume_ev","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1558","hyundai-ioniq-5-2022-se","2022","Hyundai","IONIQ 5","SE","","ev-generic","ev_simplified","volume_ev","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1559","hyundai-ioniq-5-2022-sel","2022","Hyundai","IONIQ 5","SEL","","ev-generic","ev_simplified","volume_ev","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1560","hyundai-ioniq-5-2022-limited","2022","Hyundai","IONIQ 5","Limited","","ev-generic","ev_simplified","volume_ev","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1561","kia-ev6-2025-light","2025","Kia","EV6","Light","","ev-generic","ev_simplified","volume_ev","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1562","kia-ev6-2025-wind","2025","Kia","EV6","Wind","","ev-generic","ev_simplified","volume_ev","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1563","kia-ev6-2025-gt-line","2025","Kia","EV6","GT-Line","","ev-generic","ev_simplified","volume_ev","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1565","kia-ev6-2024-wind","2024","Kia","EV6","Wind","","ev-generic","ev_simplified","volume_ev","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1566","kia-ev6-2024-gt-line","2024","Kia","EV6","GT-Line","","ev-generic","ev_simplified","volume_ev","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1567","kia-ev6-2023-light","2023","Kia","EV6","Light","","ev-generic","ev_simplified","volume_ev","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1568","kia-ev6-2023-wind","2023","Kia","EV6","Wind","","ev-generic","ev_simplified","volume_ev","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1569","kia-ev6-2023-gt-line","2023","Kia","EV6","GT-Line","","ev-generic","ev_simplified","volume_ev","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1570","kia-ev6-2022-light","2022","Kia","EV6","Light","","ev-generic","ev_simplified","volume_ev","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1571","kia-ev6-2022-wind","2022","Kia","EV6","Wind","","ev-generic","ev_simplified","volume_ev","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1572","kia-ev6-2022-gt-line","2022","Kia","EV6","GT-Line","","ev-generic","ev_simplified","volume_ev","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1573","ford-mustang-mach-e-2025-select","2025","Ford","Mustang Mach-E","Select","","ev-generic","ev_simplified","volume_ev","","tier_d","No stable direct Ford USA PDF URL verified for this model-year."
"1574","ford-mustang-mach-e-2025-premium","2025","Ford","Mustang Mach-E","Premium","","ev-generic","ev_simplified","volume_ev","","tier_d","No stable direct Ford USA PDF URL verified for this model-year."
"1575","ford-mustang-mach-e-2025-gt","2025","Ford","Mustang Mach-E","GT","","ev-generic","ev_simplified","volume_ev","","tier_d","No stable direct Ford USA PDF URL verified for this model-year."
"1576","ford-mustang-mach-e-2024-select","2024","Ford","Mustang Mach-E","Select","","ev-generic","ev_simplified","volume_ev","","tier_d","No stable direct Ford USA PDF URL verified for this model-year."
"1577","ford-mustang-mach-e-2024-premium","2024","Ford","Mustang Mach-E","Premium","","ev-generic","ev_simplified","volume_ev","","tier_d","No stable direct Ford USA PDF URL verified for this model-year."
"1578","ford-mustang-mach-e-2024-gt","2024","Ford","Mustang Mach-E","GT","","ev-generic","ev_simplified","volume_ev","","tier_d","No stable direct Ford USA PDF URL verified for this model-year."
"1579","ford-mustang-mach-e-2023-select","2023","Ford","Mustang Mach-E","Select","","ev-generic","ev_simplified","volume_ev","","tier_d","No stable direct Ford USA PDF URL verified for this model-year."
"1580","ford-mustang-mach-e-2023-premium","2023","Ford","Mustang Mach-E","Premium","","ev-generic","ev_simplified","volume_ev","","tier_d","No stable direct Ford USA PDF URL verified for this model-year."
"1581","ford-mustang-mach-e-2023-gt","2023","Ford","Mustang Mach-E","GT","","ev-generic","ev_simplified","volume_ev","","tier_d","No stable direct Ford USA PDF URL verified for this model-year."
"1582","ford-mustang-mach-e-2022-select","2022","Ford","Mustang Mach-E","Select","","ev-generic","ev_simplified","volume_ev","","tier_d","No stable direct Ford USA PDF URL verified for this model-year."
"1583","ford-mustang-mach-e-2022-premium","2022","Ford","Mustang Mach-E","Premium","","ev-generic","ev_simplified","volume_ev","","tier_d","No stable direct Ford USA PDF URL verified for this model-year."
